"","Nazwa","Typ","Regon","WK","PK","GK","GT","PT","id","Rok","TypOkresu","Okres","Dzial","Rozdzial","Paragraf","P4","PL","ZA","WW"
"227","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","430","0","46726.00","20099.67","20099.67"
"228","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","436","0","2824.00","862.11","862.11"
"229","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","441","0","2264.00","205.44","205.44"
"230","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","444","0","196952.00","196952.00","147714.00"
"231","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","448","0","347.00","",""
"232","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","470","0","4517.00","300.00","300.00"
"233","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","471","0","2000.00","2000.00",""
"234","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","479","0","1968198.00","1968198.00","1037464.65"
"235","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80101","480","0","145450.00","143426.66","143426.66"
"236","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","411","0","31397.00","31397.00","14649.10"
"237","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","412","0","4760.00","4760.00","1097.26"
"238","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","444","0","10408.00","10408.00","7806.00"
"239","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","471","0","100.00","100.00",""
"240","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","479","0","179780.00","179780.00","61721.10"
"241","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80107","480","0","14500.00","14190.10","14190.10"
"242","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80146","430","0","4817.00","",""
"243","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80146","470","0","8029.00","150.00","150.00"
"244","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80150","411","0","8580.00","8580.00","5430.47"
"245","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80150","412","0","1223.00","1223.00","773.96"
"246","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","801","80150","479","0","49633.00","49633.00","31590.89"
"247","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","854","85416","324","0","11656.00","11656.00","11656.00"
"248","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","926","92695","417","0","29900.00","29900.00","25900.00"
"249","SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA","JB","368246055     ","10","02","01","1","0","Rb28s_f19ead9d8c244255b24626fcde15bb4a","2023","Kwartal","2","926","92695","430","0","17300.00","17263.80","17263.80"
"250","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","302","0","17000.00","9300.00","9300.00"
"251","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","401","0","1105000.00","1105000.00","524407.03"
"252","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","404","0","77000.00","69096.75","69096.75"
"253","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","411","0","982069.00","982069.00","458025.84"
"254","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","412","0","132089.00","132089.00","43482.94"
"255","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","414","0","400.00","",""
"256","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","417","0","7000.00","7000.00",""
"257","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","421","0","112764.00","71146.91","71146.91"
"258","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","424","0","17200.00","6598.49","6598.49"
"259","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","426","0","480000.00","162786.34","162786.34"
"260","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","427","0","40000.00","24650.52","12346.56"
"261","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","428","0","4500.00","290.00","290.00"
"262","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","430","0","130000.00","85985.56","63916.36"
"263","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","436","0","12000.00","2622.14","2622.14"
"264","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","441","0","1200.00","172.50","172.50"
"265","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","444","0","350620.00","350620.00","262965.00"
"266","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","448","0","1000.00","319.00","319.00"
"267","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","453","0","5000.00","",""
"268","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","470","0","4300.00","1060.05","1060.05"
"269","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","471","0","20013.00","20013.00","2384.73"
"270","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","479","0","4348565.00","4348565.00","2099922.14"
"271","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80101","480","0","343000.00","328815.89","328815.89"
"272","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","411","0","50700.00","50700.00","32762.44"
"273","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","412","0","8200.00","8200.00","3126.94"
"274","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","444","0","16750.00","16750.00","12562.50"
"275","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","471","0","200.00","200.00",""
"276","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","479","0","304200.00","304200.00","165106.20"
"277","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80107","480","0","27000.00","23688.50","23688.50"
"278","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80146","430","0","9990.00","4879.20","4879.20"
"279","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80146","470","0","16650.00","6213.00","6213.00"
"280","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","302","0","1720.00","",""
"281","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","401","0","365000.00","365000.00","225801.41"
"282","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","404","0","27000.00","25089.81","25089.81"
"283","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","411","0","64700.00","64700.00","36459.26"
"284","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","412","0","10700.00","10700.00","2497.22"
"285","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","422","0","700000.00","391161.14","391161.14"
"286","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","428","0","800.00","",""
"287","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","430","0","6500.00","1056.24","1056.24"
"288","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","444","0","13310.00","13310.00","9982.50"
"289","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80148","471","0","1000.00","1000.00",""
"290","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","411","0","90000.00","90000.00","50264.02"
"291","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","412","0","13000.00","13000.00","7201.57"
"292","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","421","0","3200.00","838.11","838.11"
"293","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","424","0","4300.00","972.50","972.50"
"294","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","479","0","480000.00","480000.00","295837.65"
"295","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","801","80150","480","0","47000.00","44744.33","44744.33"
"296","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","854","85416","324","0","27032.00","27032.00","27032.00"
"297","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","302","0","2300.00","",""
"298","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","401","0","215000.00","215000.00","111053.07"
"299","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","404","0","20000.00","18877.56","18877.56"
"300","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","411","0","53800.00","53800.00","22596.32"
"301","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","412","0","7700.00","7700.00","3004.30"
"302","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","421","0","26400.00","",""
"303","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","426","0","710000.00","479556.60","479556.60"
"304","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","430","0","24200.00","2736.94","2736.94"
"305","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","444","0","8320.00","8320.00","6240.00"
"306","SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE","JB","001070630     ","10","02","01","1","0","Rb28s_5c7a5dcf591245ca9ca038c0baf213dd","2023","Kwartal","2","926","92601","471","0","1000.00","1000.00",""
